"region","kjønn","alder","yrke","Lønnstakere 2018"
"1520 Ørsta","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",542
"1520 Ørsta","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",281
"1523 Ørskog (1977-2019)","Begge kjønn","15-74 år","1 Ledere",102
"1523 Ørskog (1977-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",218
"1523 Ørskog (1977-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",138
"1523 Ørskog (1977-2019)","Begge kjønn","15-74 år","4 Kontoryrker",53
"1523 Ørskog (1977-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",241
"1523 Ørskog (1977-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",4
"1523 Ørskog (1977-2019)","Begge kjønn","15-74 år","7 Håndverkere",164
"1523 Ørskog (1977-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",81
"1523 Ørskog (1977-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",56
"1524 Norddal (-2019)","Begge kjønn","15-74 år","1 Ledere",58
"1524 Norddal (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",134
"1524 Norddal (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",71
"1524 Norddal (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",43
"1524 Norddal (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",208
"1524 Norddal (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",22
"1524 Norddal (-2019)","Begge kjønn","15-74 år","7 Håndverkere",83
"1524 Norddal (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",66
"1524 Norddal (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",60
"1525 Stranda","Begge kjønn","15-74 år","1 Ledere",185
"1525 Stranda","Begge kjønn","15-74 år","2 Akademiske yrker",266
"1525 Stranda","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",218
"1525 Stranda","Begge kjønn","15-74 år","4 Kontoryrker",108
"1525 Stranda","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",472
"1525 Stranda","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",33
"1525 Stranda","Begge kjønn","15-74 år","7 Håndverkere",208
"1525 Stranda","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",700
"1525 Stranda","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",128
"1526 Stordal (-2019)","Begge kjønn","15-74 år","1 Ledere",44
"1526 Stordal (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",55
"1526 Stordal (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",42
"1526 Stordal (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",28
"1526 Stordal (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",135
"1526 Stordal (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",10
"1526 Stordal (-2019)","Begge kjønn","15-74 år","7 Håndverkere",36
"1526 Stordal (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",53
"1526 Stordal (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",32
"1528 Sykkylven","Begge kjønn","15-74 år","1 Ledere",267
"1528 Sykkylven","Begge kjønn","15-74 år","2 Akademiske yrker",562
"1528 Sykkylven","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",395
"1528 Sykkylven","Begge kjønn","15-74 år","4 Kontoryrker",242
"1528 Sykkylven","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",724
"1528 Sykkylven","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",9
"1528 Sykkylven","Begge kjønn","15-74 år","7 Håndverkere",744
"1528 Sykkylven","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",644
"1528 Sykkylven","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",176
"1529 Skodje (-2019)","Begge kjønn","15-74 år","1 Ledere",200
"1529 Skodje (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",435
"1529 Skodje (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",346
"1529 Skodje (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",125
"1529 Skodje (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",596
"1529 Skodje (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",13
"1529 Skodje (-2019)","Begge kjønn","15-74 år","7 Håndverkere",317
"1529 Skodje (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",206
"1529 Skodje (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",127
"1531 Sula","Begge kjønn","15-74 år","1 Ledere",368
"1531 Sula","Begge kjønn","15-74 år","2 Akademiske yrker",809
"1531 Sula","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",710
"1531 Sula","Begge kjønn","15-74 år","4 Kontoryrker",312
"1531 Sula","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",1134
"1531 Sula","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",13
"1531 Sula","Begge kjønn","15-74 år","7 Håndverkere",582
"1531 Sula","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",392
"1531 Sula","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",189
"1532 Giske","Begge kjønn","15-74 år","1 Ledere",298
"1532 Giske","Begge kjønn","15-74 år","2 Akademiske yrker",736
"1532 Giske","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",693
"1532 Giske","Begge kjønn","15-74 år","4 Kontoryrker",271
"1532 Giske","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",955
"1532 Giske","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",30
"1532 Giske","Begge kjønn","15-74 år","7 Håndverkere",359
"1532 Giske","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",311
"1532 Giske","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",231
"1534 Haram (-2019)","Begge kjønn","15-74 år","1 Ledere",344
"1534 Haram (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",668
"1534 Haram (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",777
"1534 Haram (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",234
"1534 Haram (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",893
"1534 Haram (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",30
"1534 Haram (-2019)","Begge kjønn","15-74 år","7 Håndverkere",784
"1534 Haram (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",362
"1534 Haram (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",278
"1535 Vestnes","Begge kjønn","15-74 år","1 Ledere",218
"1535 Vestnes","Begge kjønn","15-74 år","2 Akademiske yrker",444
"1535 Vestnes","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",363
"1535 Vestnes","Begge kjønn","15-74 år","4 Kontoryrker",144
"1535 Vestnes","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",866
"1535 Vestnes","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",45
"1535 Vestnes","Begge kjønn","15-74 år","7 Håndverkere",552
"1535 Vestnes","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",218
"1535 Vestnes","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",170
"1539 Rauma","Begge kjønn","15-74 år","1 Ledere",290
"1539 Rauma","Begge kjønn","15-74 år","2 Akademiske yrker",576
"1539 Rauma","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",386
"1539 Rauma","Begge kjønn","15-74 år","4 Kontoryrker",260
"1539 Rauma","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",845
"1539 Rauma","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",63
"1539 Rauma","Begge kjønn","15-74 år","7 Håndverkere",376
"1539 Rauma","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",466
"1539 Rauma","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",179
"1543 Nesset (-2019)","Begge kjønn","15-74 år","1 Ledere",87
"1543 Nesset (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",202
"1543 Nesset (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",133
"1543 Nesset (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",60
"1543 Nesset (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",348
"1543 Nesset (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",35
"1543 Nesset (-2019)","Begge kjønn","15-74 år","7 Håndverkere",223
"1543 Nesset (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",189
"1543 Nesset (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",81
"1545 Midsund (-2019)","Begge kjønn","15-74 år","1 Ledere",66
"1545 Midsund (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",149
"1545 Midsund (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",138
"1545 Midsund (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",33
"1545 Midsund (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",196
"1545 Midsund (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",28
"1545 Midsund (-2019)","Begge kjønn","15-74 år","7 Håndverkere",114
"1545 Midsund (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",103
"1545 Midsund (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",48
"1546 Sandøy (-2019)","Begge kjønn","15-74 år","1 Ledere",40
"1546 Sandøy (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",80
"1546 Sandøy (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",84
"1546 Sandøy (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",36
"1546 Sandøy (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",114
"1546 Sandøy (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",7
"1546 Sandøy (-2019)","Begge kjønn","15-74 år","7 Håndverkere",108
"1546 Sandøy (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",45
"1546 Sandøy (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",25
"1547 Aukra","Begge kjønn","15-74 år","1 Ledere",110
"1547 Aukra","Begge kjønn","15-74 år","2 Akademiske yrker",297
"1547 Aukra","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",266
"1547 Aukra","Begge kjønn","15-74 år","4 Kontoryrker",84
"1547 Aukra","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",359
"1547 Aukra","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",24
"1547 Aukra","Begge kjønn","15-74 år","7 Håndverkere",198
"1547 Aukra","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",129
"1547 Aukra","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",98
"1548 Fræna (-2019)","Begge kjønn","15-74 år","1 Ledere",314
"1548 Fræna (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",759
"1548 Fræna (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",646
"1548 Fræna (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",319
"1548 Fræna (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",1100
"1548 Fræna (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",59
"1548 Fræna (-2019)","Begge kjønn","15-74 år","7 Håndverkere",534
"1548 Fræna (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",626
"1548 Fræna (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",275
"1551 Eide (-2019)","Begge kjønn","15-74 år","1 Ledere",118
"1551 Eide (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",272
"1551 Eide (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",205
"1551 Eide (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",91
"1551 Eide (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",358
"1551 Eide (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",29
"1551 Eide (-2019)","Begge kjønn","15-74 år","7 Håndverkere",259
"1551 Eide (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",199
"1551 Eide (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",125
"1554 Averøy","Begge kjønn","15-74 år","1 Ledere",183
"1554 Averøy","Begge kjønn","15-74 år","2 Akademiske yrker",451
"1554 Averøy","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",402
"1554 Averøy","Begge kjønn","15-74 år","4 Kontoryrker",142
"1554 Averøy","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",553
"1554 Averøy","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",63
"1554 Averøy","Begge kjønn","15-74 år","7 Håndverkere",310
"1554 Averøy","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",350
"1554 Averøy","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",179
"1557 Gjemnes","Begge kjønn","15-74 år","1 Ledere",86
"1557 Gjemnes","Begge kjønn","15-74 år","2 Akademiske yrker",218
"1557 Gjemnes","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",156
"1557 Gjemnes","Begge kjønn","15-74 år","4 Kontoryrker",77
"1557 Gjemnes","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",285
"1557 Gjemnes","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",42
"1557 Gjemnes","Begge kjønn","15-74 år","7 Håndverkere",141
"1557 Gjemnes","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",110
"1557 Gjemnes","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",60
"1560 Tingvoll","Begge kjønn","15-74 år","1 Ledere",103
"1560 Tingvoll","Begge kjønn","15-74 år","2 Akademiske yrker",230
"1560 Tingvoll","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",147
"1560 Tingvoll","Begge kjønn","15-74 år","4 Kontoryrker",51
"1560 Tingvoll","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",307
"1560 Tingvoll","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",71
"1560 Tingvoll","Begge kjønn","15-74 år","7 Håndverkere",138
"1560 Tingvoll","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",176
"1560 Tingvoll","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",83
"1563 Sunndal","Begge kjønn","15-74 år","1 Ledere",200
"1563 Sunndal","Begge kjønn","15-74 år","2 Akademiske yrker",555
"1563 Sunndal","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",484
"1563 Sunndal","Begge kjønn","15-74 år","4 Kontoryrker",113
"1563 Sunndal","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",751
"1563 Sunndal","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",33
"1563 Sunndal","Begge kjønn","15-74 år","7 Håndverkere",286
"1563 Sunndal","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",692
"1563 Sunndal","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",180
"1566 Surnadal","Begge kjønn","15-74 år","1 Ledere",240
"1566 Surnadal","Begge kjønn","15-74 år","2 Akademiske yrker",398
"1566 Surnadal","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",329
"1566 Surnadal","Begge kjønn","15-74 år","4 Kontoryrker",156
"1566 Surnadal","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",635
"1566 Surnadal","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",61
"1566 Surnadal","Begge kjønn","15-74 år","7 Håndverkere",298
"1566 Surnadal","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",475
"1566 Surnadal","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",135
"1567 Rindal (-2018)","Begge kjønn","15-74 år","1 Ledere",79
"1567 Rindal (-2018)","Begge kjønn","15-74 år","2 Akademiske yrker",128
"1567 Rindal (-2018)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",94
"1567 Rindal (-2018)","Begge kjønn","15-74 år","4 Kontoryrker",37
"1567 Rindal (-2018)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",222
"1567 Rindal (-2018)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",36
"1567 Rindal (-2018)","Begge kjønn","15-74 år","7 Håndverkere",139
"1567 Rindal (-2018)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",107
"1567 Rindal (-2018)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",31
"1571 Halsa (-2019)","Begge kjønn","15-74 år","1 Ledere",58
"1571 Halsa (-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",96
"1571 Halsa (-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",71
"1571 Halsa (-2019)","Begge kjønn","15-74 år","4 Kontoryrker",25
"1571 Halsa (-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",163
"1571 Halsa (-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",53
"1571 Halsa (-2019)","Begge kjønn","15-74 år","7 Håndverkere",85
"1571 Halsa (-2019)","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",66
"1571 Halsa (-2019)","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",34
"1573 Smøla","Begge kjønn","15-74 år","1 Ledere",79
"1573 Smøla","Begge kjønn","15-74 år","2 Akademiske yrker",116
"1573 Smøla","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",113
"1573 Smøla","Begge kjønn","15-74 år","4 Kontoryrker",45
"1573 Smøla","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",226
"1573 Smøla","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",97
"1573 Smøla","Begge kjønn","15-74 år","7 Håndverkere",108
"1573 Smøla","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",134
"1573 Smøla","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",52
"1576 Aure","Begge kjønn","15-74 år","1 Ledere",136
"1576 Aure","Begge kjønn","15-74 år","2 Akademiske yrker",294
"1576 Aure","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",182
"1576 Aure","Begge kjønn","15-74 år","4 Kontoryrker",57
"1576 Aure","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",322
"1576 Aure","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",94
"1576 Aure","Begge kjønn","15-74 år","7 Håndverkere",207
"1576 Aure","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",164
"1576 Aure","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",109
"5001 Trondheim","Begge kjønn","15-74 år","1 Ledere",8037
"5001 Trondheim","Begge kjønn","15-74 år","2 Akademiske yrker",33956
"5001 Trondheim","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",16298
"5001 Trondheim","Begge kjønn","15-74 år","4 Kontoryrker",6199
"5001 Trondheim","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",19200
"5001 Trondheim","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",296
"5001 Trondheim","Begge kjønn","15-74 år","7 Håndverkere",6368
"5001 Trondheim","Begge kjønn","15-74 år","8 Prosess- og maskinoperatører, transportarbeidere mv.",3958
"5001 Trondheim","Begge kjønn","15-74 år","9 Renholdere, hjelpearbeidere mv.",4531
"5004 Steinkjer (2018-2019)","Begge kjønn","15-74 år","1 Ledere",729
"5004 Steinkjer (2018-2019)","Begge kjønn","15-74 år","2 Akademiske yrker",2261
"5004 Steinkjer (2018-2019)","Begge kjønn","15-74 år","3_01-03 Høyskole- og militære yrker",1186
"5004 Steinkjer (2018-2019)","Begge kjønn","15-74 år","4 Kontoryrker",562
"5004 Steinkjer (2018-2019)","Begge kjønn","15-74 år","5 Salgs- og serviceyrker",2488
"5004 Steinkjer (2018-2019)","Begge kjønn","15-74 år","6 Bønder, fiskere mv.",183
"5004 Steinkjer (2018-2019)","Begge kjønn","15-74 år","7 Håndverkere",1054
